Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00      9.53     0.00       42     0.00     0.00  std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::seed(unsigned long)
  0.00      9.53     0.00       42     0.00     0.00  std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::mersenne_twister_engine(unsigned long)
  0.00      9.53     0.00       41     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl(std::allocator<double> const&)
  0.00      9.53     0.00       41     0.00     0.00  std::vector<double, std::allocator<double> >::_S_check_init_len(unsigned long, std::allocator<double> const&)
  0.00      9.53     0.00       40     0.00     0.02  fill_matrix(std::vector<long, std::allocator<long> >&, int, double)
  0.00      9.53     0.00       40     0.00     0.02  is_there_a_percolating(std::vector<long, std::allocator<long> > const&)
  0.00      9.53     0.00       40     0.00     0.00  bool __gnu_cxx::operator==<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&)
  0.00      9.53     0.00       40     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() const
  0.00      9.53     0.00       40     0.00     0.00  std::initializer_list<double>::end() const
  0.00      9.53     0.00       40     0.00     0.00  std::initializer_list<double>::size() const
  0.00      9.53     0.00       40     0.00     0.00  std::uniform_int_distribution<int>::param_type::b() const
  0.00      9.53     0.00       40     0.00     0.00  std::vector<double, std::allocator<double> >::capacity() const
  0.00      9.53     0.00       40     0.00     0.00  std::vector<double, std::allocator<double> >::max_size() const
  0.00      9.53     0.00       40     0.00     0.00  double* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<double>(double const*, double const*, double*)
  0.00      9.53     0.00       40     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl()
  0.00      9.53     0.00       40     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_Vector_base()
  0.00      9.53     0.00       40     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_Vector_base(std::allocator<double> const&)
  0.00      9.53     0.00       40     0.00     0.00  double* std::__uninitialized_copy<true>::__uninit_copy<double const*, double*>(double const*, double const*, double*)
  0.00      9.53     0.00       40     0.00     0.00  std::back_insert_iterator<std::vector<double, std::allocator<double> > >::back_insert_iterator(std::vector<double, std::allocator<double> >&)
  0.00      9.53     0.00       40     0.00     0.00  std::discrete_distribution<int>::param_type::_M_initialize()
  0.00      9.53     0.00       40     0.00     0.00  std::discrete_distribution<int>::param_type::param_type(std::initializer_list<double>)
  0.00      9.53     0.00       40     0.00     0.01  std::discrete_distribution<int>::param_type::~param_type()
  0.00      9.53     0.00       40     0.00     0.00  std::discrete_distribution<int>::discrete_distribution(std::initializer_list<double>)
  0.00      9.53     0.00       40     0.00     0.01  std::discrete_distribution<int>::~discrete_distribution()
  0.00      9.53     0.00       40     0.00     0.00  unsigned int std::uniform_int_distribution<int>::_S_nd<unsigned long, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>, unsigned int>(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, unsigned int)
  0.00      9.53     0.00       40     0.00     0.00  int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&)
  0.00      9.53     0.00       40     0.00     0.00  int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_int_distribution<int>::param_type const&)
  0.00      9.53     0.00       40     0.00     0.00  std::vector<double, std::allocator<double> >::_S_relocate(double*, double*, double*, std::allocator<double>&)
  0.00      9.53     0.00       40     0.00     0.00  std::vector<double, std::allocator<double> >::_S_do_relocate(double*, double*, double*, std::allocator<double>&, std::integral_constant<bool, true>)
  0.00      9.53     0.00       40     0.00     0.00  void std::vector<double, std::allocator<double> >::_M_range_initialize<double const*>(double const*, double const*, std::forward_iterator_tag)
  0.00      9.53     0.00       40     0.00     0.00  std::vector<double, std::allocator<double> >::reserve(unsigned long)
  0.00      9.53     0.00       40     0.00     0.00  std::vector<double, std::allocator<double> >::vector()
  0.00      9.53     0.00       40     0.00     0.00  std::vector<double, std::allocator<double> >::vector<double const*, void>(double const*, double const*, std::allocator<double> const&)
  0.00      9.53     0.00       40     0.00     0.00  __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::__detail::__normalize<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&)
  0.00      9.53     0.00       40     0.00     0.00  std::iterator_traits<double const*>::difference_type std::__distance<double const*>(double const*, double const*, std::random_access_iterator_tag)
  0.00      9.53     0.00       40     0.00     0.00  double std::accumulate<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double)
  0.00      9.53     0.00       40     0.00     0.00  std::vector<double, std::allocator<double> >* std::__addressof<std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >&)
  0.00      9.53     0.00       40     0.00     0.00  std::back_insert_iterator<std::vector<double, std::allocator<double> > > std::partial_sum<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, std::back_insert_iterator<std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, std::back_insert_iterator<std::vector<double, std::allocator<double> > >)
  0.00      9.53     0.00       40     0.00     0.00  double* std::__niter_wrap<double*>(double* const&, double*)
  0.00      9.53     0.00       40     0.00     0.00  double* std::__relocate_a<double*, double*, std::allocator<double> >(double*, double*, double*, std::allocator<double>&)
  0.00      9.53     0.00       40     0.00     0.00  double* std::__copy_move_a<false, double const*, double*>(double const*, double const*, double*)
  0.00      9.53     0.00       40     0.00     0.00  std::back_insert_iterator<std::vector<double, std::allocator<double> > > std::back_inserter<std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >&)
  0.00      9.53     0.00       40     0.00     0.00  double* std::__copy_move_a1<false, double const*, double*>(double const*, double const*, double*)
  0.00      9.53     0.00       40     0.00     0.00  double* std::__copy_move_a2<false, double const*, double*>(double const*, double const*, double*)
  0.00      9.53     0.00       40     0.00     0.00  std::enable_if<std::__is_bitwise_relocatable<double, void>::value, double*>::type std::__relocate_a_1<double, double>(double*, double*, double*, std::allocator<double>&)
  0.00      9.53     0.00       40     0.00     0.00  double* std::uninitialized_copy<double const*, double*>(double const*, double const*, double*)
  0.00      9.53     0.00       40     0.00     0.00  double* std::__uninitialized_copy_a<double const*, double*, double>(double const*, double const*, double*, std::allocator<double>&)
  0.00      9.53     0.00       40     0.00     0.00  double* std::copy<double const*, double*>(double const*, double const*, double*)
  0.00      9.53     0.00       40     0.00     0.00  std::iterator_traits<double const*>::difference_type std::distance<double const*>(double const*, double const*)
  0.00      9.53     0.00        8     0.00     0.00  std::vector<double, std::allocator<double> >::operator[](unsigned long) const
  0.00      9.53     0.00        5     0.00     0.00  bool __gnu_cxx::operator!=<double const*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > const&)
  0.00      9.53     0.00        3     0.00     0.00  __gnu_cxx::new_allocator<long>::~new_allocator()
  0.00      9.53     0.00        3     0.00     0.00  std::chrono::duration<long, std::ratio<1l, 1000000000l> >::count() const
  0.00      9.53     0.00        3     0.00     0.00  std::allocator<long>::~allocator()
  0.00      9.53     0.00        2     0.00     0.00  __gnu_cxx::new_allocator<long>::new_allocator(__gnu_cxx::new_allocator<long> const&)
  0.00      9.53     0.00        2     0.00     0.00  __gnu_cxx::new_allocator<long>::_M_max_size() const
  0.00      9.53     0.00        2     0.00     0.00  std::chrono::time_point<std::chrono::_V2::steady_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::time_since_epoch() const
  0.00      9.53     0.00        2     0.00     0.00  std::chrono::duration<double, std::ratio<1l, 1l> >::count() const
  0.00      9.53     0.00        2     0.00     0.00  std::allocator<long>::allocator(std::allocator<long> const&)
  0.00      9.53     0.00        2     0.00     0.00  std::_Vector_base<long, std::allocator<long> >::_M_get_Tp_allocator()
  0.00      9.53     0.00        2     0.00     0.00  std::__size_to_integer(unsigned long)
  0.00      9.53     0.00        1     0.00     0.00  compute_mean(std::vector<double, std::allocator<double> > const&)
  0.00      9.53     0.00        1     0.00     0.00  standard_deviation(std::vector<double, std::allocator<double> > const&, double)
  0.00      9.53     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00      9.53     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00      9.53     0.00        1     0.00     8.54  compute_mean_and_standard_deviation_for_percolating_probability(long, double, int, int, int)
  0.00      9.53     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<long>::deallocate(long*, unsigned long)
  0.00      9.53     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<long>::allocate(unsigned long, void const*)
  0.00      9.53     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<long>::new_allocator()
  0.00      9.53     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<long>::max_size() const
  0.00      9.53     0.00        1     0.00     0.00  std::allocator<long>::allocator()
  0.00      9.53     0.00        1     0.00     0.00  void std::_Destroy_aux<true>::__destroy<long*>(long*, long*)
  0.00      9.53     0.00        1     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_M_create_storage(unsigned long)
  0.00      9.53     0.00        1     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_Vector_base(unsigned long, std::allocator<double> const&)
  0.00      9.53     0.00        1     0.00     0.00  std::_Vector_base<long, std::allocator<long> >::_M_allocate(unsigned long)
  0.00      9.53     0.00        1     0.00     0.00  std::_Vector_base<long, std::allocator<long> >::_Vector_impl::_Vector_impl(std::allocator<long> const&)
  0.00      9.53     0.00        1     0.00     0.00  std::_Vector_base<long, std::allocator<long> >::_Vector_impl::~_Vector_impl()
  0.00      9.53     0.00        1     0.00     0.00  std::_Vector_base<long, std::allocator<long> >::_M_deallocate(long*, unsigned long)
  0.00      9.53     0.00        1     0.00     0.00  std::_Vector_base<long, std::allocator<long> >::_M_create_storage(unsigned long)
  0.00      9.53     0.00        1     0.00     0.00  std::_Vector_base<long, std::allocator<long> >::_Vector_impl_data::_Vector_impl_data()
  0.00      9.53     0.00        1     0.00     0.00  std::_Vector_base<long, std::allocator<long> >::_Vector_base(unsigned long, std::allocator<long> const&)
  0.00      9.53     0.00        1     0.00     0.00  std::_Vector_base<long, std::allocator<long> >::~_Vector_base()
  0.00      9.53     0.00        1     0.00     0.00  std::allocator_traits<std::allocator<long> >::deallocate(std::allocator<long>&, long*, unsigned long)
  0.00      9.53     0.00        1     0.00     0.00  std::allocator_traits<std::allocator<long> >::allocate(std::allocator<long>&, unsigned long)
  0.00      9.53     0.00        1     0.00     0.00  std::allocator_traits<std::allocator<long> >::max_size(std::allocator<long> const&)
  0.00      9.53     0.00        1     0.00     0.00  double* std::__uninitialized_fill_n<true>::__uninit_fill_n<double*, unsigned long, double>(double*, unsigned long, double const&)
  0.00      9.53     0.00        1     0.00     0.00  long* std::__uninitialized_fill_n<true>::__uninit_fill_n<long*, unsigned long, long>(long*, unsigned long, long const&)
  0.00      9.53     0.00        1     0.00     0.00  std::uniform_int_distribution<int>::param_type::param_type(int, int)
  0.00      9.53     0.00        1     0.00     0.00  std::uniform_int_distribution<int>::uniform_int_distribution(int, int)
  0.00      9.53     0.00        1     0.00     0.00  std::enable_if<std::chrono::__is_duration<std::chrono::duration<double, std::ratio<1l, 1l> > >::value, std::chrono::duration<double, std::ratio<1l, 1l> > >::type std::chrono::duration_cast<std::chrono::duration<double, std::ratio<1l, 1l> >, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&)
  0.00      9.53     0.00        1     0.00     0.00  std::chrono::duration<double, std::ratio<1l, 1l> > std::chrono::__duration_cast_impl<std::chrono::duration<double, std::ratio<1l, 1l> >, std::ratio<1l, 1000000000l>, double, true, false>::__cast<long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&)
  0.00      9.53     0.00        1     0.00     0.00  std::chrono::duration<double, std::ratio<1l, 1l> >::duration<long, std::ratio<1l, 1000000000l>, void>(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&)
  0.00      9.53     0.00        1     0.00     0.00  std::chrono::duration<double, std::ratio<1l, 1l> >::duration<double, void>(double const&)
  0.00      9.53     0.00        1     0.00     0.00  std::chrono::duration<long, std::ratio<1l, 1000000000l> >::duration<long, void>(long const&)
